CEP,lat,lon,Bairro
05085903,-23.548,-46.7494908894,Bela Aliança
03249010,-23.4052599781,-46.7917063605,Vila Ivg
01403000,-23.5337799922,-46.6204882631,Jardim Paulista
03212000,-23.6877700228,-46.4835334299,Vila Califórnia
02805150,-23.6461900157,-46.636,Jardim Maristela
04446160,-23.829790035,-46.636,Jardim Sabará
08370320,-24.0638800568,-47.1987420048,Jardim São João (São Rafael)
05085080,-23.9176300429,-46.636,Bela Aliança
03209010,-23.6873200204,-46.78797569,Vila Alpina
02079004,-23.548,-46.6691833213,Vila Isolina Mazzei
01303050,-23.548,-46.6238262287,Consolação
05787900,-23.548,-46.7657880208,Jardim Umarizal
01546000,-23.548,-46.6607402294,Jardim da Glória
04784190,-23.548,-46.2869860717,Jardim Suzana
03067060,-23.548,-46.7738384159,Tatuapé
03892000,-23.3393799702,-46.636,Vila Bauab
03583100,-23.3669199782,-46.636,Jardim Brasília (Zona Leste)
05887320,-23.548,-46.1340286301,Jardim Dom José
01518020,-23.548,-46.6137141556,Cambuci
04429220,-23.548,-46.9402459015,Americanópolis
03691030,-23.7412300218,-46.4252171864,Jardim Nordeste
03904070,-23.548,-46.4078401203,Jardim Tango
02114000,-23.5797700079,-46.6706559587,Vila Maria Baixa
04638020,-23.548,-46.965673349,Jardim Petrópolis
04182030,-23.548,-46.3658210055,Jardim Santa Cruz (Sacomã)
08030220,-23.548,-46.1280399243,Vila Curuçá
05833070,-23.9949400524,-46.1484604299,Jardim Vaz de Lima
08275250,-23.548,-47.1877463437,Jardim Nossa Senhora do Carmo
03207020,-23.4087699835,-46.4841224898,Vila Alpina
05203130,-23.9314000403,-46.2177723433,Vila Fanton
02272000,-23.6008300117,-46.6936290289,Jaçanã
04811170,-23.2248999664,-46.2835499329,Jardim Regis
03018020,-23.4254199824,-46.636,Brás
01041911,-23.548,-46.6312875756,República
01017010,-23.548,-46.6349200652,Sé
05691020,-23.548,-46.1655429748,Vila Tramontano
04381000,-23.2762899719,-46.9323918529,Jardim Prudência
04063001,-23.3157999695,-46.3827071871,Indianópolis
04711000,-23.6274282,-46.7037554,Vila São Francisco (Zona Sul)
02754000,-23.548,-46.5314430851,Vila Maria Luisa
03135040,-23.4165999847,-46.7793362408,Vila Prudente
03387010,-23.548,-46.8116359894,Jardim Colorado
03164200,-23.6827300162,-46.4890312649,Mooca
01316050,-23.548,-46.6495482214,Bela Vista
03694010,-23.3541399791,-46.4245299589,Parque das Paineiras
05103000,-23.9191600405,-46.2311242104,Vila dos Remédios
02125020,-23.5809400113,-46.6719322438,Vila Maria Alta
03904100,-23.7571600284,-46.8641598836,Jardim Tango
03801050,-23.7494200228,-46.636,Parque Boturussu
03257090,-23.4037299768,-46.636,Vila Mendes
03694020,-23.548,-46.4245299555,Parque das Paineiras
02435901,-23.548,-46.6650599517,Lauzane Paulista
02311210,-23.490309993,-46.6989305006,Vila Mazzei
04160120,-23.548,-46.3698461999,Vila das Mercês
02927080,-23.6594200166,-46.7575412821,Nossa Senhora do Ó
03626050,-23.3623299731,-46.4334639225,Vila Domitila
02433100,-23.6233300125,-46.7181729038,Parque Mandaqui
02836100,-23.6490700175,-46.525748899,Vila Serralheiro
03988000,-23.6059754,-46.5081565,Jardim Planalto
01541030,-23.5258599976,-46.6601511746,Cambuci
01440010,-23.5308099926,-46.636,Jardim América
04814210,-23.2236399644,-46.636,Jardim Maria Rita
05037070,-23.1825099568,-46.636,Água Branca
04151000,-23.7903700298,-46.3716133569,Bosque da Saúde
03731010,-23.3499999726,-46.851986121,Vila Londrina
03637030,-23.3611599807,-46.8398123506,Penha de França
01518000,-23.5275699946,-46.636,Cambuci
05170020,-23.548,-46.2226811115,Vila Pirituba
03651220,-23.548,-46.8415795155,Vila Esperança
03088030,-23.4201999803,-46.7754092257,Vila Moreira
08246056,-23.0471499495,-47.1823466901,Parada XV de Novembro
02870140,-23.548,-46.7522398065,Parque Tietê
03222030,-23.6884000223,-46.7891537981,Jardim Independência
08330054,-23.0359899406,-46.636,Jardim Vera Cruz(Zona Leste)
05546140,-23.1322899518,-46.1825273315,Jardim Maria Augusta
08341420,-23.4138999865,-46.7822815037,Parque Boa Esperança
03337075,-23.3940099769,-46.4680217012,Jardim Anália Franco
04249000,-23.803150028,-46.9143275616,Sacomã
02189030,-23.5864300097,-46.6779209474,Parque Novo Mundo
03350020,-23.7031600211,-46.466745422,Vila Invernada
05452020,-23.1402999515,-46.636,Vila Madalena
08010240,-23.0854899451,-46.1314760664,Vila Doutor Eiras
03734090,-23.7469900219,-46.636,Vila Rui Barbosa
05657130,-23.548,-46.1687827672,Jardim Vitória Régia
05743180,-23.6121204,-46.7558895,Jardim Nadir
04578908,-23.6223400084,-46.7170929688,Brooklin Paulista
01404902,-23.5633000018,-46.636,Jardim Paulista
03802015,-23.3463999794,-46.4160868666,Parque Boturussu
03355020,-23.7036100216,-46.636,Vila Formosa
08420270,-24.0703600585,-46.636,Jardim Helena
05743160,-23.1131199546,-46.161615954,Jardim Jamaica
01329000,-23.5615000067,-46.636,Morro dos Ingleses
04372120,-23.2771899671,-46.9314101032,Vila Santa Catarina
03447000,-23.548,-46.8177228652,Vila Carrão
03069070,-23.548,-46.7740347636,Vila Zilda (Tatuapé)
05413030,-23.9507500469,-46.1966646044,Cerqueira César
08061440,-23.548,-47.1521086385,Jardim Pedro José Nunes
05317000,-23.548,-46.2089365428,Vila Leopoldina
01427000,-23.5641100073,-46.636,Jardim América
04549020,-23.548,-46.3155551406,Vila Olímpia
08061060,-24.0206800508,-46.1203822398,Jardim Pedro José Nunes
02925900,-23.4368499851,-46.7572467538,Freguesia do Ó
02945160,-23.6615800127,-46.636,Jardim Cidade Pirituba
05267150,-23.9352700466,-47.05844921,Jardim Anhangüera
03181040,-23.411289982,-46.785128598,Vila Bertioga
08070080,-23.073699948,-46.636,Parque Cruzeiro do Sul
04032120,-23.7771400307,-46.8859548462,Jardim Luzitânia
04251080,-23.8035100279,-46.636,Vila Natália
04132000,-23.3078799674,-46.636,Saúde
03525040,-23.3754699823,-46.8242024451,Jardim Maringá
05360040,-23.1522699548,-47.0676777051,Vila Butantã
03008030,-23.4262299831,-46.7688314645,Brás
04079902,-23.5982200081,-46.636,Indianópolis
05863190,-23.548,-46.1414899695,Jardim Imbé
02270090,-23.548,-46.5786654971,Parque Vitória
04301012,-23.8087300302,-46.636,Saúde
02937040,-23.548,-46.5128879157,Vila Barreto
04084005,-23.7822700251,-46.636,Indianópolis
04361130,-23.2781799688,-46.9303301709,Vila Paulista
01514001,-23.5681600034,-46.6140086852,Liberdade
08220060,-23.548,-46.0971146482,Cidade Antônio Estevão de Carvalho
03650020,-23.7361900236,-46.8412849878,Vila Esperança
04403350,-23.548,-46.3372519323,Vila Joaniza
05452001,-23.548,-47.0806368701,Vila Madalena
03604000,-23.7306100219,-46.4368018948,Penha de França
02995000,-23.548,-46.7674570055,Jardim São João (Jaraguá)
02847085,-23.6512300119,-46.5233926931,Brasilândia
04317000,-23.2849299664,-46.9229670113,Vila Guarani (Z Sul)
05160010,-23.1700899538,-46.2237610421,Jaraguá
03911140,-23.548,-46.4063674864,Vila Rica
08230011,-24.0449800547,-46.636,São Miguel Paulista
08010310,-23.0853999525,-46.636,Cidade Nitro Operária
04720040,-23.2359699638,-46.976374484,Granja Julieta
03541120,-23.548,-46.8253805534,Vila Guilhermina
05138120,-23.1719799556,-46.636,Jardim Líbano
01021000,-23.5467399992,-46.6346255422,Centro
04002908,-23.5019199916,-46.636,Paraíso
04212020,-23.2968999709,-46.9099096655,Ipiranga
05134020,-23.548,-46.2269026586,Jardim Mangalot
03627010,-23.7337600197,-46.8386342452,Vila Buenos Aires
03280060,-23.548,-46.7977932356,Vila São Domingos
05361040,-23.548,-47.0679722341,Rio Pequeno
02214100,-23.4952466396,-46.58603546,Vila Medeiros
04016030,-23.7752500295,-46.3881068406,Vila Mariana
05104000,-23.548,-47.040973968,Vila Santa Edwiges
04849210,-23.8839700358,-47.0024891655,Parque Residencial Cocaia
03211120,-23.548,-46.4836316067,Sítio da Figueira
04561911,-23.4758199888,-46.71473676,Brooklin Paulista
04368040,-23.8183600287,-46.9309192211,Jardim Santo Antoninho
05761240,-23.110689955,-46.158965216,Jardim Maria Virginia
03283080,-23.3991399774,-46.7983822949,Vila Ema
04089010,-23.548,-46.8922380709,Indianópolis
04830400,-23.548,-46.2767758179,Jordanópolis
04744010,-23.2331799595,-46.636,Santo Amaro
08310160,-24.0574000597,-46.0803266278,Jardim Rodolfo Pirani
02442000,-23.4715899918,-46.719351005,Lauzane Paulista
05223000,-23.9342800387,-46.636,Jardim Adelfiore
03607070,-23.548,-46.8354926357,Vila São Geraldo
01049010,-23.5452999995,-46.6389452654,Centro
08225200,-23.548,-46.0947584292,Jardim Itapemirim
03627020,-23.548,-46.8386342524,Vila Buenos Aires
03551060,-23.373309979,-46.8265586605,Cidade Patriarca
04277010,-23.2897899741,-46.3543344739,Vila Dom Pedro I
04414270,-23.8243000325,-46.937398808,Vila Clara
05541280,-23.9624500436,-47.0880982065,Jardim das Vertentes
04119062,-23.548,-46.8956742214,Vila Mariana
08331090,-23.548,-47.1953058643,Jardim Três Marias
04830050,-23.72832,-46.7015273,Vila Progresso (Zona Sul)
04664085,-23.8541800345,-46.3020069251,Jardim Marajoara
04055040,-23.548,-46.8885074037,Saúde
04921040,-23.548,-47.0227133267,Jardim Marquesa
02960000,-23.4334299854,-46.636,Moinho Velho
05854130,-23.9989900532,-47.1279574683,Parque Maria Helena
03632040,-23.5303000071,-46.5471069268,Penha de França
03223090,-23.6886700223,-46.4825516755,Jardim Independência
04921090,-23.9026000436,-46.2491884983,Jardim Flórida Paulista
02995160,-23.548,-46.7676533618,Jardim São João (Jaraguá)
05468010,-23.9571400474,-46.1896941437,Alto da Lapa
04921180,-23.9026900368,-46.636,Jardim Marquesa
03576200,-23.548,-46.4402380388,Jardim Santa Maria
03982050,-23.548,-46.3925247382,Parque Santa Madalena
03325020,-23.548,-46.4692979838,Vila Santo Estevão
08255000,-23.0453499449,-46.636,Conjunto Residencial José Bonifácio
02519000,-23.548,-46.5470529883,Casa Verde
03978300,-23.548,-46.393801019,Conjunto Residencial Sitio Oratório
02256000,-23.548,-46.581218058,Vila Constança
03156000,-23.548,-46.7814961011,Vila Prudente
03472130,-23.5761868,-46.5239362,Jardim Vila Formosa
04601902,-23.4731199915,-46.636,Brooklin Novo
05122020,-23.5068735,-46.7348168,Parque São Domingos
05466902,-23.6619400118,-46.7602901908,Alto de Pinheiros
05202190,-23.1647799603,-46.636,Perus
02842230,-23.4457599859,-46.7475273788,Jardim do Tiro
05340903,-23.6583400149,-46.7563631743,Jaguaré
04456180,-23.8306000292,-46.9442710892,Jardim Santa Cruz (Campo Grande)
03735120,-23.5092211,-46.5230483,Vila Araguaia
05015030,-23.9115100396,-47.0325308714,Perdizes
05892420,-24.0096100507,-46.1324578259,Jardim Amália
03380250,-23.3882499811,-46.636,Chácara Belenzinho
04618918,-23.548,-46.7202345886,Campo Belo
02734010,-23.642590011,-46.5328175417,Nossa Senhora do Ó
05514020,-23.9589400432,-46.636,Instituto de Previdência
03923130,-23.7604900264,-46.636,Parque dos Bancários
08215153,-23.676880013,-46.636,Itaquera
01453905,-23.548,-46.6566168583,Itaim Bibi
05587120,-23.9691100509,-47.0953632011,Vila Gomes
01326000,-23.561320006,-46.636,Bela Vista
05856030,-23.0967399476,-47.1282519939,Jardim Eledy
04417010,-23.6822253,-46.634029,Jardim Miriam
03521020,-23.548,-46.8238097492,Vila Dalila
04547900,-23.6019558,-46.6749795,Vila Olímpia
05101190,-23.1772899599,-46.636,City América
04676042,-23.548,-46.3004361205,Vila São Pedro
08220010,-23.548,-47.174787179,Cidade Antônio Estevão de Carvalho
01020901,-23.5468299944,-46.6372762876,Sé
03412050,-23.548,-46.457909627,Vila Antonina
02957000,-23.4336099851,-46.5112189284,Vila Mirante
02881000,-23.548,-46.5172076342,Vila Francos
05138902,-23.6534800117,-46.7510616941,Jardim Líbano
02052001,-23.548,-46.6056637639,Vila Guilherme
04339130,-23.8150300323,-46.9272867317,Americanópolis
05353030,-23.1529899592,-46.2051077038,Cidade São Francisco
04225003,-23.6048800095,-46.6980469238,Vila Carioca
05443000,-23.548,-46.1927375857,Vila Madalena
02911110,-23.6577100165,-46.636,Vila Arcádia
04562002,-23.548,-46.9580156687,Brooklin Paulista
04614014,-23.847430033,-46.309370089,Campo Belo
04517901,-23.6140600077,-46.7080608225,Vila Antonieta
02913090,-23.548,-46.7559704744,Piqueri
08290550,-24.0563200547,-46.636,Itaquera
04313170,-23.548,-46.3495238704,Vila Guarani (Z Sul)
03122900,-23.5098399933,-46.6776264176,Mooca
01330901,-23.5624000038,-46.6517080835,Bela Vista
02432000,-23.548,-46.5540234501,Vila Mariza Mazzei
03474060,-23.3785299792,-46.4511355184,Vila Antonieta
08215257,-23.6768800171,-46.7765873289,Itaquera
04652170,-23.8523800322,-46.636,Jardim Cidália
03636000,-23.7348400211,-46.4321876474,Penha de França
05109170,-23.9200600408,-46.2301424551,Vila Piauí
02422170,-23.4735699913,-46.636,Parque Mandaqui
04120050,-23.3097699672,-46.3761294264,Vila Mariana
05763000,-23.9858500489,-46.636,Jardim Piracuama
05642907,-23.4309999857,-46.5083718397,Vila Suzana
03757040,-23.3470299715,-46.8552259136,Jardim Penha
01212030,-23.537637,-46.6369879,Santa Efigênia
04503000,-23.548,-46.9502597957,Jardim Paulista
08080090,-24.0241900542,-47.1554466083,Parque Paulistano
08420320,-23.0255499431,-46.0660911839,Jardim Helena
08340440,-23.548,-46.0759087342,Jardim Vila Carrão
03680030,-23.548,-46.4265916374,Burgo Paulista
02526000,-23.4658299883,-46.636,Jardim São Bento
04538002,-23.2560399687,-46.954481343,Vila Nova Conceição
08290700,-24.0565000532,-47.1906916103,Vila Carmosina
01015060,-23.5471899937,-46.6368835863,Centro
08320450,-23.548,-47.1937350566,Parque São Rafael
03568020,-23.3707899795,-46.8293075739,Parque Artur Alvim
02343000,-23.548,-46.7059991366,Vila Cachoeira
04704030,-23.548,-46.2978835568,Jardim das Acácias
02316080,-23.4894099897,-46.5720877409,Vila Nova Mazzei
03578110,-23.3682699796,-46.8320564877,Jardim Itapema
03948040,-23.3308299706,-46.8728975038,Jardim Nove de Julho
05405000,-23.9499400428,-46.636,Pinheiros
02865010,-23.4421599817,-46.7514544032,Vila Penteado
04007004,-23.5777787,-46.6510139,Vila Mariana
04025010,-23.3195799696,-46.3868305581,Vila Clementino
02670060,-23.4568299858,-46.7354517929,Vila Dionisia
05397005,-23.1471399523,-46.1987262889,Jardim do Lago
05640904,-23.4313599846,-46.7632354595,Jardim Londrina
02316230,-23.4893199886,-46.7000104358,Jardim Guapira
02322290,-23.548,-46.5696333502,Vila Dona Augusta
03145010,-23.4156099861,-46.7804161698,Vila Lúcia
01020900,-23.5501600037,-46.636,Sé
05422002,-23.1442599596,-47.076415319,Pinheiros
04403150,-23.8216000283,-46.636,Vila Marari
04617005,-23.8477900318,-46.3089773882,Campo Belo
04691030,-23.548,-46.9731346878,Vila Gea
05463020,-23.1394899504,-47.0816186302,Alto de Pinheiros
04563061,-23.8434700353,-46.9583101918,Cidade Monções
03570220,-23.3703399791,-46.4422015482,Parque Savoy City
02232020,-23.548,-46.5859304837,Parque Edu Chaves
03243060,-23.4056199819,-46.7913136543,Cidade Continental
03238000,-23.4060699774,-46.636,Parque São Lucas
02202040,-23.548,-46.5935881738,Vila Ede
08090430,-24.0260800496,-47.1575082887,Jardim Helena
02520000,-23.548,-46.7249470087,Casa Verde
03540200,-23.7214300242,-46.8251842072,Cidade Patriarca
05841000,-23.9959300533,-47.1246195016,Vila das Belezas
03137080,-23.4163299827,-46.7796307695,Vila Prudente
05138520,-23.1717999603,-46.636,Jardim Líbano
02302110,-23.4919299868,-46.5748366516,Vila Paulicéia
05315021,-23.5343574,-46.7318386,Vila Leopoldina
04128080,-23.3083299734,-46.636,Vila Mariana
04570020,-23.8442800377,-46.9591937738,Brooklin Paulista
05847570,-23.9975500502,-46.1456133429,Jardim Iracema
01401001,-23.5620400059,-46.6513153838,Jardim Paulista
05786020,-23.548,-47.1174526899,Vila Pirajussara
02262040,-23.5995700123,-46.5797454274,Jardim Modelo
03359010,-23.548,-46.806334508,Vila Formosa
03621000,-23.3632299772,-46.4344456819,Vila Marieta
03222020,-23.688400018,-46.636,Jardim Independência
02933140,-23.6603200195,-46.7585230402,Vila Palmeiras
03157080,-23.6816500158,-46.4902093712,Parque Sevilha
04724010,-23.2355199683,-46.636,Santo Amaro
05396310,-23.1474099558,-46.636,Parque dos Príncipes
02041070,-23.548,-46.665256309,Jardim São Paulo(Zona Norte)
04103030,-23.548,-46.8927289478,Paraíso
05762190,-23.1102399478,-46.1584743307,Parque Ipê
08295340,-23.548,-47.1911824878,Itaquera
04535015,-23.5894776,-46.6762996,Vila Nova Conceição
05603001,-23.9708200466,-46.636,Jardim Guedala
08051070,-23.548,-46.1215603423,Limoeiro
04105063,-23.7837100323,-46.636,Vila Mariana
05185400,-23.1659499598,-47.0527550242,Jardim Santa Lucrécia
04249090,-23.548,-46.9144257389,Sacomã
05618060,-23.1233799564,-47.0991920375,Vila Inah
02241100,-23.5004799948,-46.6878366675,Vila Dom Pedro II
03590140,-23.730160024,-46.636,Conjunto Habitacional Padre Manoel da Nóbrega
02855060,-23.548,-46.7496872377,Jardim Carombé
03525100,-23.7206200217,-46.636,Jardim Maringá
01123010,-23.5518700038,-46.6402215505,Bom Retiro
02422050,-23.622250013,-46.636,Parque Mandaqui
03245010,-23.548,-46.4803918195,Jardim Panorama (Zona Leste)
04047000,-23.548,-46.887525648,Mirandópolis
02992020,-23.6678800203,-46.636,Parque Panamericano
08011530,-23.0844999494,-46.1303961406,São Miguel Paulista
03928040,-23.761930028,-46.636,Conjunto Habitacional Teotonio Vilela
02029000,-23.5224399925,-46.608118151,Carandiru
02225011,-23.5917400097,-46.6837133016,Jardim Brasil (Zona Norte)
04513060,-23.5964353209,-46.6689434959,Vila Nova Conceição
08031150,-24.0144700516,-47.1448436518,Vila Nova Curuçá
04193000,-23.548,-46.9080443278,Parque Bristol
04359070,-23.2784499719,-46.930035641,Parque Jabaquara
05340100,-23.548,-46.2059912815,Vila Lageado
01156030,-23.5417899961,-46.6292258865,Barra Funda
04361090,-23.8178200275,-46.3416698331,Vila Paulista
04716002,-23.85940004,-46.9756872597,Chácara Santo Antônio (Zona Sul)
05841160,-23.548,-47.1247176748,Vila das Belezas
04640057,-23.2455099682,-46.9659678766,Jardim Cordeiro
05126900,-23.1738699616,-47.0441155786,Parque São Domingos
08255010,-23.0453499467,-46.0876897969,Conjunto Residencial José Bonifácio
03033060,-23.6720200154,-46.636,Canindé
05043040,-23.548,-46.2368183899,Água Branca
02066018,-23.5768000043,-46.636,Vila Guilherme
08160460,-23.0585799445,-47.1698784076,Jardim Silva Teles
02932060,-23.548,-46.5136733181,Vila Pereira Cerca
08141580,-24.0335500533,-46.636,Jardim Camargo Novo
04826060,-23.8753300354,-46.2789356826,Jardim Bela Vista (Zona Sul)
05608030,-23.548,-46.1742805935,Jardim Guedala
04124020,-23.7866800271,-46.636,Vila Firmiano Pinto
08253010,-24.0498400538,-46.636,Conjunto Residencial José Bonifácio
08250480,-23.0465199456,-47.1830339229,Conjunto Residencial José Bonifácio
03269000,-23.548,-46.4766611495,Vila Tolstoi
04311002,-23.633413,-46.6385111,Vila Guarani (Z Sul)
02123060,-23.5152399956,-46.636,Jardim Japão
04149110,-23.3058099701,-46.9001902922,Jardim da Saúde
02348000,-23.4831099882,-46.5652154545,Jardim Leonor Mendes de Barros
03359130,-23.3916699792,-46.8065308592,Vila Formosa
08060070,-24.020050053,-46.636,Vila Jacuí
04719060,-23.8599400392,-46.9762763118,Chácara Santo Antônio (Zona Sul)
02478130,-23.6283700103,-46.5483292709,Vila Pita
03070000,-23.4214599812,-46.7740347679,Tatuapé
02051010,-23.5757200068,-46.6662380602,Vila Guilherme
08210791,-24.0411100554,-47.1739036028,Itaquera
02811070,-23.6470000132,-46.636,Jardim Monte Alegre (Zona Norte)
01508030,-23.548,-46.6575986136,Liberdade
08223280,-24.0433600562,-46.0956420089,Cidade Antônio Estevão de Carvalho
05183000,-23.9294200461,-46.636,Jardim Santa Lucrécia
05516070,-23.5831634,-46.719487,Caxingui
04550080,-23.8419400362,-46.3153587907,Vila Olímpia
08011470,-24.0114100476,-46.1304943194,Jardim Alto Pedroso
08225230,-24.0441700501,-47.1772415639,Vila Regina (Zona Leste)
04153060,-23.7907300275,-46.636,Vila Santo Estéfano
08344130,-24.0625300558,-46.636,Jardim da Conquista (Zona Leste)
04571020,-23.251539969,-46.9593901175,Cidade Monções
05518150,-23.1364299517,-46.636,Jardim Trussardi
05512300,-23.5766818,-46.7076473,Butantã
05642904,-23.4311799865,-46.7634318084,Vila Andrade
03105120,-23.6767000194,-46.7763909804,Mooca
03267070,-23.600979,-46.5293129,Vila Nova Pauliceia
02074001,-23.5777900102,-46.6035038997,Vila Paiva
03928235,-23.3337999769,-46.636,Conjunto Habitacional Teotonio Vilela
04781040,-23.2286799627,-46.2876732996,Capela do Socorro
04841250,-23.8801000366,-46.9982676201,Parque Planalto
05856140,-23.9994400526,-46.1435516548,Jardim Eledy
08245090,-23.548,-47.1815612889,Vila Progresso (Zona Leste)
03029010,-23.6715700134,-46.636,Canindé
03712000,-23.7429400234,-46.4233518503,Cangaíba
03671020,-23.7386200211,-46.4280642766,Jardim Popular
04843190,-23.548,-46.9991511998,Parque São Paulo
04726090,-23.548,-46.2949382868,Chácara Japonesa
08344700,-24.0629800584,-46.0742397484,Jardim da Conquista (Zona Leste)
01019000,-23.5490800035,-46.6348218902,Sé
02765110,-23.4505299868,-46.5296759235,Vila Hebe
02187100,-23.5862500042,-46.6777245904,Parque Novo Mundo
05659000,-23.1195099522,-47.1034135884,Paraisópolis
02410000,-23.4755499849,-46.7150312907,Vila Aurora (Zona Norte)
03591110,-23.548,-46.8349035819,Conjunto Habitacional Padre Manoel de Paiva
03609030,-23.3648499748,-46.4362128382,Vila São Geraldo
04725010,-23.548,-46.2951346385,Vila Elvira
05128150,-23.9224000442,-47.0444101114,Parque Maria Domitila
03411005,-23.7109900247,-46.4582041498,Chácara Santo Antônio (Zona Leste)
04614906,-23.471499991,-46.5525508186,Campo Belo
02466123,-23.6263900091,-46.636,Imirim
04317020,-23.2848399717,-46.348934819,Vila Guarani (Z Sul)
04610030,-23.8468000321,-46.9619426816,Parque Colonial
01402002,-23.5621300054,-46.6205864412,Jardim Paulista
04870275,-23.8942300401,-47.0136811767,Jardim Alviverde
03674010,-23.548,-46.4277697425,Vila Frugoli
02522000,-23.4661899879,-46.546758461,Vila Baruel
05011002,-23.5360202,-46.6811641,Perdizes
03470040,-23.548,-46.8199808991,Jardim Vila Formosa
03309010,-23.6988400205,-46.8005421536,Vila Gomes Cardim
08220620,-24.04264005,-47.1755725803,Jardim Liderança
04411120,-23.8234900347,-46.9365152309,Americanópolis
01542020,-23.525769996,-46.6602493519,Cambuci
04828200,-23.8763200374,-46.9941442501,Jardim Esmeralda (Zona Sul)
05002070,-23.9105200382,-47.0314509394,Água Branca
03276010,-23.6953300234,-46.636,Vila Margarida
05862260,-23.0949399538,-47.1302154971,Jardim Lídia
08021520,-24.0128500494,-46.636,Jardim São Vicente
03337070,-23.3940099842,-46.636,Jardim Anália Franco
04815320,-23.2227399671,-46.9908062782,Jardim Satélite
04944000,-23.1887199623,-46.636,Parque do Lago
08320050,-24.0588400565,-47.1932441767,Parque São Rafael
04568002,-23.6103771,-46.6856858,Brooklin Paulista
03177110,-23.6840800166,-46.487558632,Quarta Parada
05408001,-23.1458799557,-47.0746481642,Pinheiros
04455250,-23.8302400328,-46.9438783911,Vila Campo Grande
04619003,-23.548,-46.3085846797,Campo Belo
03679050,-23.3562999773,-46.8451138312,Vila São Francisco (Zona Leste)
03421040,-23.3839299822,-46.4570260515,Vila Carrão
02991040,-23.548,-46.7664752566,Jardim Rincão
02272020,-23.4951699944,-46.6936290222,Jaçanã
05797230,-23.1042099542,-46.636,Jardim Ipê
03105100,-23.6767000157,-46.4956090237,Mooca
02216080,-23.5892200101,-46.636,Vila Medeiros
01435901,-23.5298199956,-46.636,Jardim Paulista
04289130,-23.28834997,-46.9192363386,Vila Brasílio Machado
05436060,-23.548,-46.193621169,Jardim das Bandeiras
04302052,-23.2870899655,-46.636,Parque Imperial
04635051,-23.548,-46.3066211757,Vila Alexandria
02832070,-23.6483500158,-46.636,Vila Portuguesa
03641020,-23.360709976,-46.8403032333,Penha de França
05592000,-23.9697400491,-47.0960504276,Jardim Bonfiglioli
04182070,-23.548,-46.9061789944,Jardim Santa Cruz (Sacomã)
03435050,-23.7133300232,-46.4556515887,Vila Carrão
04084902,-23.5994800074,-46.636,Indianópolis
05207200,-23.1633399583,-47.0556021152,Vila Caiúba
04436000,-23.2673799692,-46.636,Jardim Consórcio
01454902,-23.5290099902,-46.636,Jardim Paulistano
04125200,-23.7871300284,-46.8968523238,Vila Firmiano Pinto
03936040,-23.548,-46.8709339908,Jardim Egle
03877100,-23.3402799705,-46.636,Vila Rio Branco
05069000,-23.179719958,-46.2342658247,Lapa de Baixo
04183020,-23.548,-46.365624652,Jardim Santa Emília
05818270,-23.9933200467,-46.150227595,Jardim Vergueiro
05408000,-23.548,-47.0746481647,Pinheiros
05656000,-23.1199599566,-46.1690772938,Fazenda Morumbi
01503904,-23.548,-46.6572059131,Liberdade
01233060,-23.5560100033,-46.636,Santa Cecília
03618110,-23.3633199739,-46.4345438538,Vila Marieta
02757060,-23.6443900155,-46.636,Vila Bancária Munhoz
05441040,-23.548,-46.1930321174,Sumarezinho
05367180,-23.9455300435,-46.2023587868,Vila Tiradentes
04634030,-23.2462299632,-46.3068175219,Jardim Brasil (Zona Sul)
08040420,-24.0164500532,-46.636,Jardim Planalto
03461030,-23.716120018,-46.636,Jardim Vila Formosa
05725050,-23.1147399537,-46.1633831119,Vila Andrade
03449040,-23.380869975,-46.636,Vila Carrão
04153180,-23.3050899718,-46.3710243057,Vila Santo Estéfano
03022010,-23.6710300191,-46.7702059238,Catumbi
05752510,-23.9838700512,-46.1605360172,Parque Jardim Mirassol
01230030,-23.548,-46.6274587274,Santa Cecília
03060010,-23.4221799835,-46.4987506387,Chácara Tatuapé
04803180,-23.2262499652,-46.285022564,Parque do Castelo
05087000,-23.548,-47.0394031626,Bela Aliança
02084170,-23.5166799902,-46.6701650833,Vila Isolina Mazzei
05085904,-23.4439599883,-46.7494908861,Bela Aliança
05044000,-23.548,-47.0351816159,Vila Romana
02467140,-23.4693399868,-46.5501946021,Imirim
02334090,-23.6110900107,-46.7048210343,Água Fria
08110490,-24.0270700554,-46.1134117745,Vila Alabama
05586030,-23.1271599522,-47.0950686712,Vila Indiana
04107011,-23.548,-46.8933180101,Vila Mariana
03715110,-23.548,-46.4227627948,Jardim de Lorenzo
04151070,-23.548,-46.3715151778,Bosque da Saúde
05652100,-23.9755900446,-46.16956817,Jardim Leonor
05678000,-23.5987599,-46.7048887,Jardim Sílvia (Zona Oeste)
05625040,-23.548,-46.17202255,Vila Sônia
02710080,-23.6402500148,-46.7366298995,Jardim Pereira Leite
01203003,-23.548,-46.6283423093,Campos Elíseos
04310060,-23.2860099699,-46.636,Vila Guarani (Z Sul)
03321006,-23.7002800153,-46.8021129559,Vila Gomes Cardim
02223010,-23.591020008,-46.636,Jardim Brasil (Zona Norte)
03534160,-23.7213400229,-46.8250860302,Vila Talarico
01102010,-23.5509700035,-46.636,Luz
02069020,-23.548,-46.6040929518,Carandiru
03725030,-23.548,-46.4212901679,Engenheiro Goulart
02962000,-23.6629300157,-46.636,Vila Cavaton
