CEP,lat,lon,Bairro
08331070,-24.0607300545,-46.636,Cidade Satélite Santa Bárbara
03372040,-23.3901399806,-46.463800159,Chácara Mafalda
03251020,-23.4048999808,-46.4799009404,Vila Industrial
03644020,-23.3602599738,-46.4312058869,Vila Beatriz
02313000,-23.6060500137,-46.5726767902,Vila Nova Mazzei
05752460,-23.548,-47.1113658057,Vila Analia
04268000,-23.2905099715,-46.916880125,Ipiranga
05870200,-24.0034900457,-47.1328662349,Jardim São José
03152020,-23.4149799777,-46.636,Quinta da Paineira
05046010,-23.548,-47.0353779652,Vila Romana
08011350,-23.4951823,-46.4439077,São Miguel Paulista
04282000,-23.8067500288,-46.636,Vila Nair
08240620,-24.047860055,-47.1812667646,Vila Progresso (Zona Leste)
04617000,-23.548,-46.9629244352,Campo Belo
04462040,-23.8316800323,-46.9454491985,Jardim da Pedreira
04617901,-23.6246800093,-46.7196455327,Campo Belo
03714020,-23.5077527,-46.5407249,Vila Mesquita
03590090,-23.3659299794,-46.8346090508,Conjunto Habitacional Padre Manoel da Nóbrega
01414010,-23.5330599969,-46.6522971357,Cerqueira César
02431142,-23.548,-46.7178783762,Jardim do Colégio (Zona Norte)
08330550,-24.0605500522,-47.1951095065,Cidade Satélite Santa Bárbara
04087905,-23.5998400075,-46.5794509061,Indianópolis
04530901,-23.4804999922,-46.5623683695,Itaim Bibi
04330060,-23.8133200291,-46.3465786061,Vila Campestre
02510090,-23.4674499835,-46.7238670869,Vila Baruel
04701200,-23.2382199609,-46.2980799003,Santo Amaro
01233050,-23.5560100014,-46.6272623793,Santa Cecília
05101350,-23.9188900378,-46.636,City América
02371010,-23.4785199899,-46.636,Vila Albertina
02611003,-23.548,-46.5399843468,Vila Nova Cachoeirinha
04355070,-23.8170100335,-46.342553406,Parque Jabaquara
03570210,-23.3703399779,-46.636,Parque Savoy City
03153900,-23.548,-46.6780191211,Vila Prudente
01407907,-23.5636600017,-46.6530825382,Jardim Paulista
02996010,-23.4272199867,-46.636,Parque Nações Unidas
01050060,-23.5452099918,-46.6390434493,Centro
02275050,-23.4945399881,-46.636,Vila Germinal
08210370,-23.0554299486,-47.1733145455,Vila Corberi
01452903,-23.548,-46.6562241551,Jardim Paulistano
08240305,-23.0484999419,-47.180874066,Jardim Norma
02420100,-23.548,-46.7167002749,Parque Mandaqui
02734050,-23.4534099848,-46.7391824628,Nossa Senhora do Ó
02804010,-23.4501699862,-46.5292832209,Vila Cruz das Almas
02635120,-23.457999991,-46.636,Vila Pedra Branca
02517010,-23.5083509856,-46.662897192,Jardim das Laranjeiras
02805000,-23.548,-46.7429131315,Vila Cruz das Almas
02935090,-23.4354099857,-46.636,Vila Bonilha
04363050,-23.548,-46.9305265196,Vila Mascote
03220900,-23.6883100142,-46.7890556137,Jardim Ângela (Zona Leste)
01239040,-23.5395399942,-46.626771497,Higienópolis
04139000,-23.30715997,-46.636,Vila Mariana
05586901,-23.6637400149,-46.636,Vila Indiana
08320175,-23.548,-46.4916820023,Parque São Rafael
01156040,-23.548,-46.6292258846,Barra Funda
04446000,-23.8296100298,-46.636,Jardim Sabará
01127010,-23.5521400005,-46.6314839266,Bom Retiro
04602904,-23.6230600077,-46.636,Brooklin Paulista
04545004,-23.2550499625,-46.636,Vila Olímpia
01231000,-23.5558300088,-46.636,Santa Cecília
04404000,-23.8218700328,-46.636,Cidade Ademar
03567000,-23.7250300225,-46.636,Artur Alvim
02083060,-23.5790500099,-46.6698705569,Vila Isolina Mazzei
02927130,-23.4364899806,-46.5143605393,Nossa Senhora do Ó
02420060,-23.4740199847,-46.5552997256,Parque Mandaqui
02301120,-23.4921099901,-46.5750330062,Vila Paulicéia
03556040,-23.3725899802,-46.8273440633,Cidade Patriarca
03578100,-23.548,-46.8320564875,Jardim Itapema
02317170,-23.4889599918,-46.636,Jardim Guapira
05841100,-23.0999799526,-46.636,Vila das Belezas
02083020,-23.5169499885,-46.6021294414,Vila Isolina Mazzei
04532011,-23.2571199636,-46.636,Itaim Bibi
04310000,-23.2860999708,-46.3503092749,Vila Guarani (Z Sul)
04002020,-23.7730000304,-46.636,Paraíso
04642000,-23.8507600317,-46.636,Jardim dos Estados
08220030,-23.5414881,-46.4812524,Cidade Antônio Estevão de Carvalho
04255080,-23.8038700282,-46.636,São João Clímaco
05794340,-23.1048399521,-47.1194161943,Jardim Paris
02561010,-23.6344000136,-46.541751509,Vila Santa Maria
04080003,-23.548,-46.3809400286,Indianópolis
04321160,-23.8120600342,-46.9240469424,Vila Parque Jabaquara
01546020,-23.5252299952,-46.636,Jardim da Glória
04888030,-23.548,-47.0161355621,Jardim do Centro
05741190,-23.1133899507,-47.1100895237,Jardim Taboão
05428002,-23.1432699529,-47.0774952567,Pinheiros
05518020,-23.9593900428,-46.1872397613,Jardim Trussardi
03453000,-23.5834265883,-46.4920105109,Jardim Aricanduva
08215330,-23.0544399474,-46.636,Itaquera
03735040,-23.3486499714,-46.636,Vila Araguaia
05567040,-23.1301299577,-46.636,Jardim São Jorge (Raposo Tavares)
02516020,-23.466999986,-46.7243579616,Casa Verde
02422080,-23.4737499925,-46.7169947924,Parque Mandaqui
02460040,-23.625310014,-46.5516672336,Santa Teresinha
04613000,-23.8472500337,-46.3095664392,Campo Belo
04542905,-23.4777999912,-46.7125768964,Itaim Bibi
04117120,-23.548,-46.895281513,Vila Mariana
01512060,-23.5680700022,-46.657893138,Liberdade
05630080,-23.548,-46.1713353237,Vila Suzana
08130485,-23.5057042,-46.3665151,Cidade Kemel
04809270,-23.8706500337,-46.636,Terceira Divisão de Interlagos
04716001,-23.8594000327,-46.636,Chácara Santo Antônio (Zona Sul)
03611010,-23.548,-46.4360164892,Vila Laís
03357020,-23.7037900239,-46.636,Vila Formosa
03580090,-23.7283600215,-46.4392562827,Jardim Fernandes
04205002,-23.548,-46.3627775592,Ipiranga
04810060,-23.2252599657,-46.9880573659,Cidade Dutra
02532012,-23.4655599867,-46.636,Parque Peruche
08120000,-23.0675799443,-46.1119391418,Itaim Paulista
03806000,-23.3455899781,-46.4152032856,Ermelino Matarazzo
03420060,-23.3840199752,-46.4571242193,Vila Carrão
02840080,-23.4462999824,-46.5250616704,Parque São Luís
04107022,-23.3120199761,-46.3785838235,Vila Mariana
03084000,-23.6754400148,-46.636,Tatuapé
02181000,-23.5101999903,-46.5947662812,Parque Novo Mundo
03546000,-23.548,-46.4459322146,Cidade Patriarca
04286130,-23.548,-46.9188436372,Vila Moinho Velho
05529020,-23.548,-47.0865273969,Jardim Jaqueline
08250540,-24.0495700567,-47.1831321008,Conjunto Residencial José Bonifácio
05617040,-23.1235599498,-47.0989956937,Vila Progredior
03264050,-23.5903624,-46.5448036,Vila Paulo Silas
02409040,-23.4756399839,-46.7149331163,Vila Vitório Mazzei
08410290,-23.548,-46.0679565171,Vila Lourdes
04538132,-23.2558599649,-46.9546776982,Itaim Bibi
04738901,-23.4655599898,-46.636,Santo Amaro
02618290,-23.6373700106,-46.636,Vila Amália (Zona Norte)
02450000,-23.4711399883,-46.7198418864,Santa Teresinha
03930300,-23.548,-46.4017532411,Jardim Aricanduva
05038902,-23.6506000106,-46.747920077,Lapa de Baixo
04674900,-23.6277400115,-46.722983502,Jardim Taquaral
03335000,-23.5541817,-46.5705604,Vila Regente Feijó
05036160,-23.5193059,-46.6832625,Água Branca
03011010,-23.6700400199,-46.636,Brás
05133000,-23.548,-46.2271971902,Vila Mangalot
05705900,-23.6655400144,-46.7642172134,Paraíso do Morumbi
02012010,-23.524059994,-46.6621146884,Santana
01457010,-23.5672600021,-46.6149904416,Jardim Paulistano
03264040,-23.4029199832,-46.636,Vila Paulo Silas
01423904,-23.5652800043,-46.636,Jardim Paulista
04524902,-23.548,-46.5627610689,Indianópolis
03142060,-23.6802100181,-46.4917801767,Vila Zelina
03983140,-23.3244399743,-46.39213204,Parque Santa Madalena
08062090,-23.0745099475,-46.636,Vila Monte Santo
08060220,-24.0202300542,-47.1511268864,Vila Jacuí
02538020,-23.548,-46.5451876537,Parque Peruche
04345030,-23.8158400332,-46.636,Jabaquara
02912010,-23.6578000127,-46.636,Piqueri
04543903,-23.6183800085,-46.5592267529,Vila Nova Conceição
08420620,-23.548,-47.2062033439,Jardim São Pedro
04002903,-23.5939000058,-46.5859304907,Paraíso
03946000,-23.331099975,-46.8726029726,Jardim Tietê
04535016,-23.256399966,-46.636,Vila Nova Conceição
04173000,-23.7937900278,-46.3678826902,Jardim Botucatu
04285041,-23.2888899727,-46.3533527174,Vila Moinho Velho
05371040,-23.1500199543,-46.636,Jardim Maria Luiza
01223901,-23.556460001,-46.6452284977,Vila Buarque
03134001,-23.548,-46.7792380725,Vila Prudente
02310050,-23.4733758,-46.5985826,Vila Mazzei
05425070,-23.9524600434,-46.636,Pinheiros
05131110,-23.9225800389,-46.2273935434,Vila Mangalot
05376030,-23.548,-47.0709174932,Vila Antônio
05054130,-23.9151100453,-46.636,Vila Ipojuca
02355000,-23.6141500081,-46.5638410016,Jardim Virginia Bianca
02060010,-23.5763500103,-46.636,Vila Guilherme
03077030,-23.6750800187,-46.4973761793,Tatuapé
04517120,-23.83771003,-46.636,Indianópolis
05570210,-23.1291399511,-46.1790911884,Jardim Amaralina
03809070,-23.548,-46.4141233551,Jardim Belém
02616040,-23.4592599822,-46.636,Vila Continental
04535902,-23.548,-46.5600121567,Itaim Bibi
05830270,-23.9942200504,-46.1492458361,Chácara Santana
01333909,-23.5332399978,-46.6521007837,Bela Vista
04177160,-23.301219975,-46.636,Jardim Imperador (Zona Sul)
02081030,-23.57878001,-46.6024239695,Vila Isolina Mazzei
05303905,-23.6570800131,-46.636,Vila Leopoldina
03928120,-23.7620200268,-46.636,Conjunto Habitacional Teotonio Vilela
03582040,-23.7287200209,-46.8331364187,Jardim Brasília (Zona Leste)
04066000,-23.6117033,-46.6510155,Planalto Paulista
03602000,-23.7304300258,-46.8350017585,Penha de França
04001082,-23.3232699723,-46.8811442436,Paraíso
04558040,-23.2532499644,-46.636,Brooklin Paulista
08270610,-23.5669162,-46.4618206,Jardim Nossa Senhora do Carmo
08225250,-23.0518299498,-47.1772415639,Jardim Itapemirim
02040120,-23.5747300105,-46.6651581337,Jardim São Paulo(Zona Norte)
02926000,-23.4367599883,-46.636,Nossa Senhora do Ó
05585010,-23.1272499542,-46.1770295064,Vila Indiana
01007000,-23.548,-46.6356072889,Sé
04726230,-23.2351599615,-46.636,Vila Cruzeiro
03979030,-23.3254299698,-46.8787880345,Parque Santa Madalena
04423000,-23.2702599683,-46.9389696151,Jardim Melo
04575010,-23.548,-46.3122171788,Cidade Monções
04543905,-23.6183800099,-46.7127732486,Vila Nova Conceição
01307014,-23.5365699918,-46.623531703,Consolação
02859090,-23.4431499842,-46.52162553,Jardim Brasília (Zona Norte)
04311040,-23.8100800321,-46.3501129207,Vila Guarani (Z Sul)
05093050,-23.177649956,-46.2320077861,Vila Anastácio
01015080,-23.5470999936,-46.636,Centro
01258902,-23.5589800035,-46.636,Sumaré
05454030,-23.548,-46.1910686043,Alto de Pinheiros
04836160,-23.548,-46.9963041094,Vila São José (Cidade Dutra)
08220390,-23.548,-46.0967219408,Vila Campanela
02918000,-23.4966772,-46.7134006,Vila Pereira Cerca
02050050,-23.5202799948,-46.6057619416,Vila Guilherme
05863110,-23.548,-46.1415881517,Jardim Imbé
05594040,-23.1258999527,-47.0964431277,Jardim Bonfiglioli
01217020,-23.5409799931,-46.6283423037,Campos Elíseos
05524160,-23.5948488,-46.7419976,Ferreira
03128070,-23.6786800164,-46.778550838,Alto da Mooca
03817090,-23.7532000214,-46.4121598458,Parque Císper
04865110,-23.2024899639,-47.0128957683,Jardim Iporã
03575140,-23.548,-46.8314674336,Jardim Santa Maria
04685000,-23.66741,-46.6899173,Vila Sofia
01311929,-23.560780002,-46.6220590774,Bela Vista
03442110,-23.7140500254,-46.8171338177,Chácara Califórnia
04803160,-23.2263399629,-46.986879263,Jardim Cruzeiro
05329030,-23.5406702,-46.7438851,Jaguaré
05059040,-23.1804399594,-47.0369487698,Alto da Lapa
03806010,-23.3455899751,-46.8567967176,Vila Paranaguá
04180040,-23.300769968,-46.3663118777,Jardim Maria Estela
04776002,-23.548,-46.2882623527,Socorro
03544020,-23.3739399811,-46.636,Cidade Patriarca
05373010,-23.548,-46.2014752072,Jardim Ester
03607060,-23.7308800226,-46.8354926324,Vila São Geraldo
05365110,-23.1511899531,-47.0688558128,Vila Polopoli
02017003,-23.5234299957,-46.636,Santana
04173190,-23.548,-46.9043136642,Jardim Botucatu
03052030,-23.4228099793,-46.4994378626,Brás
04709111,-23.2373199656,-46.2970981504,Santo Amaro
01311931,-23.5358499925,-46.636,Bela Vista
02078010,-23.5025263,-46.5938955,Vila Leonor
04257210,-23.2913199708,-46.9159965463,Vila Arapuã
04649040,-23.548,-46.304559485,Jardim Prudência
05728050,-23.6324411,-46.741169,Vila Andrade
04003000,-23.7730900293,-46.3904630526,Paraíso
05886140,-23.548,-47.1375786628,Jardim Dom José
02762040,-23.4834292113,-46.6738211587,Jardim Cachoeira
04203052,-23.2977099666,-46.9090260907,Ipiranga
02220130,-23.5901200059,-46.5900538614,Vila Medeiros
01450090,-23.5297299911,-46.636,Jardim Europa
05322000,-23.1562299593,-47.0633579783,Jaguaré
03733180,-23.7468100247,-46.8528696975,Vila Pierina
02304000,-23.6042500102,-46.5746403039,Tucuruvi
04536060,-23.548,-46.9541868159,Jardim Europa
08295330,-24.0569500562,-47.1911824909,Itaquera
04734903,-23.6302600084,-46.5462675875,Santo Amaro
02280060,-23.548,-46.5768001647,Vila Nova Galvão
05625070,-23.9733400514,-47.09997745,Vila Sônia
04001905,-23.5937200066,-46.5861268408,Paraíso
05528010,-23.1353499501,-46.1858652966,Jardim Alvorada (Zona Oeste)
08421130,-23.0248299441,-46.636,Vila Cosmopolita
08270620,-24.0534400518,-46.0846463582,Jardim Nossa Senhora do Carmo
01531030,-23.5265799936,-46.612634225,Aclimação
08080330,-23.4855144,-46.4252108,Parque Paulistano
04159001,-23.622122709,-46.6075900197,Jardim Previdência
01408040,-23.548,-46.6199973831,Jardim Paulista
05735090,-23.1137499508,-47.1096968217,Parque Reboucas
05448050,-23.9551600417,-46.1918540108,Vila Madalena
03626000,-23.7335800186,-46.636,Vila Domitila
05878040,-23.0908899467,-47.1346334021,Parque Independência
03320901,-23.5074999931,-46.636,Vila Gomes Cardim
01455020,-23.5669900069,-46.636,Jardim Europa
08290120,-24.0557800539,-46.636,Vila Carmosina
08140170,-23.0637999471,-46.636,Vila Escolar
01333020,-23.5619500064,-46.636,Bela Vista
02114002,-23.5162299894,-46.6706559617,Vila Maria
02040035,-23.5746400089,-46.6650599565,Jardim São Paulo(Zona Norte)
03144050,-23.4156099836,-46.4915838275,Vila Lúcia
03585000,-23.548,-46.8338236537,Jardim Brasília (Zona Leste)
01209003,-23.5413399919,-46.6432649956,Santa Efigênia
04330080,-23.8133200338,-46.9254213989,Vila Campestre
04173080,-23.7938800329,-46.3677845091,Jardim Botucatu
02840090,-23.548,-46.525061678,Parque São Luís
04424017,-23.6095600078,-46.5688479523,Cidade Júlia
03631020,-23.3618799728,-46.8390269553,Guaiaúna
03757080,-23.7490600254,-46.4166759143,Jardim Penha
04152050,-23.548,-46.3714170023,Vila Santo Estéfano
08290650,-23.0395899419,-47.1905934401,Itaquera
02348060,-23.48301999,-46.636,Jardim Leonor Mendes de Barros
04857140,-23.548,-46.26273672,Jardim Marilda
05572060,-23.548,-47.0932033334,Parque Ipê
03818110,-23.4953845,-46.4955944,Parque Císper
04689010,-23.2392099606,-46.636,Vila Isa
05568010,-23.548,-47.0920252261,Jardim São Jorge (Raposo Tavares)
05619010,-23.9727100478,-47.0992902176,Vila Inah
01252050,-23.548,-46.6467011368,Sumaré
08255400,-23.0448999495,-46.636,Conjunto Residencial José Bonifácio
01530030,-23.5699715,-46.6283812,Aclimação
05578040,-23.9680300465,-46.636,Instituto de Previdência
01534000,-23.5696900041,-46.636,Aclimação
03073090,-23.6749900152,-46.4974743587,Maranhão
04739020,-23.8621900373,-46.2932693029,Santo Amaro
04257143,-23.2913199695,-46.3560034523,Parque Fongaro
05448000,-23.548,-47.080047817,Vila Madalena
03446040,-23.5491237,-46.5291524,Vila Carrão
05622010,-23.9729800457,-47.0995847418,Vila Sônia
03356020,-23.7037000233,-46.636,Vila Formosa
08235630,-24.0468700554,-47.1801868345,Parque Guarani
01446040,-23.548,-46.6553405781,Jardim Europa
03404020,-23.3860899797,-46.8126177394,Chácara Califórnia
02045060,-23.5207299906,-46.6657471855,Jardim São Paulo(Zona Norte)
02671040,-23.4566499905,-46.5363518613,Vila Dionisia
04619903,-23.625400011,-46.5515690615,Campo Belo
08331060,-24.0607300518,-46.076694143,Cidade Satélite Santa Bárbara
05407000,-23.1459699561,-47.0745499884,Pinheiros
04119030,-23.3099499685,-46.3763257788,Vila Mariana
01323001,-23.5609600092,-46.6501372815,Liberdade
04739050,-23.548,-46.9787307002,Santo Amaro
05709010,-23.548,-46.1646593888,Vila Suzana
02805160,-23.6461900163,-46.7431094838,Jardim São Silvestre
08421060,-24.0709900558,-47.2064978679,Vila Cosmopolita
03613070,-23.3643999792,-46.8362780344,Vila Santana
05458903,-23.4340599863,-46.636,Alto de Pinheiros
05409000,-23.9502100469,-46.1972536574,Pinheiros
04607900,-23.6239600094,-46.7188601289,Campo Belo
04357050,-23.2787199699,-46.3422588833,Parque Jabaquara
05086040,-23.9177200405,-47.0393049815,Alto da Lapa
05852440,-23.9986300525,-46.1444352344,Parque Santo Antônio
08255710,-23.548,-46.0868062201,Conjunto Residencial José Bonifácio
02473000,-23.548,-46.7230816756,Vila Roque
03804000,-23.3461299744,-46.4157923347,Parque Boturussu
03288070,-23.6978500216,-46.7994622243,Vila Nova
05658060,-23.9764900479,-46.636,Jardim Leonor
08070340,-23.0733399502,-46.636,Parque Cruzeiro do Sul
03817050,-23.3428899733,-46.8597419844,Parque Císper
02022900,-23.5276599975,-46.6138123352,Santana
01201010,-23.5543000082,-46.6291277063,Campos Elíseos
04014901,-23.5001199925,-46.688229372,Vila Mariana
05849460,-23.9980900527,-47.1269757128,Jardim Germânia
05890140,-23.0869299495,-46.1330468791,Jardim Iae
03225070,-23.689030022,-46.7898410262,Jardim Independência
05061100,-23.915830038,-46.2347567066,Vila Romana
04120130,-23.3096799742,-46.3760312586,Vila Mariana
03263000,-23.4031899782,-46.7939643967,Vila Mercedes
03642030,-23.7354700233,-46.4315004165,Penha de França
03268120,-23.548,-46.795142502,Vila Tolstoi
02166080,-23.548,-46.6755647295,Jardim Andaraí
03407040,-23.7105400225,-46.8133049703,Chácara Califórnia
03591000,-23.5509007,-46.4804,Conjunto Habitacional Padre Manoel de Paiva
04159900,-23.6020000086,-46.636,Jardim Previdência
05630070,-23.1220299545,-46.1713353279,Vila Suzana
05891190,-24.0093400489,-46.1327523544,Jardim Irapiranga
04124010,-23.7866800307,-46.3756385512,Vila Firmiano Pinto
02757010,-23.4516999868,-46.7410477951,Vila Bancária Munhoz
05525901,-23.6628400119,-46.5107280542,Jardim Jussara
03627180,-23.7339400192,-46.636,Vila Buenos Aires
02435061,-23.548,-46.553434391,Lauzane Paulista
08090300,-23.0700099487,-46.636,Jardim Helena
03266040,-23.5976827,-46.5358821,Parque Residencial Oratorio
04406100,-23.2734099691,-46.636,Vila Império
03652000,-23.3594499722,-46.4303223056,Penha de França
04523010,-23.8382500324,-46.3193839902,Moema
05786150,-23.989540047,-46.1543509655,Vila Pirajussara
05760160,-23.1107799505,-46.636,Jardim Faria Lima
01424001,-23.548,-46.618721108,Jardim Paulista
08230060,-24.0450700516,-46.636,Vila Santana
03918080,-23.7591400276,-46.8663197436,Vila Bancária
02460080,-23.4705999912,-46.5515690639,Santa Teresinha
02122040,-23.548,-46.6005586421,Vila Maria Alta
04563060,-23.8434700303,-46.636,Cidade Monções
03102030,-23.548,-46.7759982721,Mooca
01009907,-23.5474599923,-46.6354109386,Centro
08255030,-24.0506500591,-46.636,Conjunto Residencial José Bonifácio
04264060,-23.5850176,-46.6141984,Vila Monumento
04081906,-23.4968799914,-46.636,Indianópolis
05688032,-23.1169899499,-46.1658374952,Vila Morumbi
02266001,-23.6000200106,-46.6927454482,Vila Gustavo
03534150,-23.7213400259,-46.636,Vila Talarico
04157030,-23.7914500317,-46.636,Vila Água Funda
05709050,-23.548,-47.1073406096,Vila Suzana
05818230,-23.1027699551,-47.1216742275,Jardim Vergueiro
03512010,-23.3768199809,-46.636,Vila Matilde
01219000,-23.548,-46.6436576922,República
05397090,-23.1470499557,-46.1986281171,Jardim do Lago
05037010,-23.548,-46.2374074421,Vila Chalot
04747100,-23.8631800366,-46.9798106268,Santo Amaro
02375010,-23.548,-46.7124787268,Vila Irmãos Arnoni
04708903,-23.4671799878,-46.7241616087,Santo Amaro
05763900,-23.9861200479,-47.1139183666,Jardim Piracuama
03819000,-23.7536500277,-46.636,Parque Císper
03262010,-23.4031899771,-46.636,Vila Darli
03110040,-23.4189399856,-46.7767836769,Mooca
04560011,-23.8429300371,-46.9577211407,Brooklin Novo
05330060,-23.1550599524,-46.2073657327,Jaguaré
05424000,-23.548,-46.1950937984,Pinheiros
03136040,-23.6794900199,-46.636,Vila Prudente
04764050,-23.8651600326,-46.2900295167,Socorro
04087032,-23.548,-46.8920417251,Indianópolis
02234010,-23.5018299876,-46.636,Jardim Brasil (Zona Norte)
05630090,-23.9739700507,-46.636,Vila Suzana
02452055,-23.5019562,-46.6437548,Vila Ester (Zona Norte)
03237060,-23.6897500213,-46.4813735706,Vila Macedópolis
04330170,-23.2825899669,-46.9255195737,Vila Campestre
04040032,-23.548,-46.886642076,Vila Clementino
05347900,-23.1534399531,-46.2055985745,Jaguaré
02338100,-23.548,-46.7054100839,Jardim Franca
02307000,-23.6044300069,-46.6975560435,Tucuruvi
04432030,-23.2681899681,-46.636,Jardim São Jorge
05372901,-23.6596000155,-46.5142623681,Jardim Ester Yolanda
04446180,-23.548,-46.9433875103,Jardim Sabará
03348030,-23.7028900209,-46.8049600513,Vila Invernada
03716080,-23.548,-46.8493353789,Jardim Piratininga
05798130,-23.9921500448,-46.636,Jardim Avenida
04082001,-23.7820000267,-46.636,Indianópolis
04531909,-23.6158600084,-46.5619756668,Itaim Bibi
01039902,-23.5440399969,-46.6316802748,Centro
04775160,-23.8666000406,-46.9835413,Jardim Marabá(Zona Sul)
03812030,-23.7519400229,-46.8584656988,Vila Santa Inês
01225010,-23.5554700026,-46.636,Vila Buarque
02464100,-23.4699699854,-46.7211181709,Imirim
01309904,-23.5598800031,-46.6230408312,Consolação
02805170,-23.548,-46.7431094772,Jardim São Silvestre
05372050,-23.1498399553,-46.2016715572,Jardim Ester
08253500,-23.548,-46.0879843249,Conjunto Residencial José Bonifácio
03678140,-23.3563899732,-46.8450156601,Vila São Francisco (Zona Leste)
02017030,-23.523339991,-46.636,Santana
08343000,-23.548,-46.0753196837,Jardim da Conquista (Zona Leste)
04506002,-23.259639969,-46.9505543228,Vila Nova Conceição
03882020,-23.340009974,-46.8628835995,Vila Ponte Rasa
05423020,-23.1440799564,-47.0766116734,Pinheiros
04743010,-23.2333599662,-46.9792215707,Santo Amaro
02409060,-23.4755499888,-46.5569687135,Vila Vitório Mazzei
05367090,-23.548,-46.2024569569,Vila Tiradentes
05564200,-23.1309399565,-46.1810547043,Jardim Esmeralda
05465000,-23.1392199581,-46.636,Alto de Pinheiros
03283060,-23.6968600228,-46.7983822952,Vila Ema
08230125,-23.6781400144,-46.7779617828,Vila Taquari
08032327,-24.0155500511,-47.1460217572,Vila Nova Curuçá
04610010,-23.8468000371,-46.3100573129,Parque Colonial
04671902,-23.548,-46.7227871516,Vila Sofia
04154040,-23.3049999734,-46.636,Vila Santo Estéfano
05665050,-23.1188799484,-46.636,Paraisópolis
03570200,-23.3704299783,-46.8297002772,Parque Savoy City
04782055,-23.2285899659,-46.9844248724,Vila Friburgo
05443100,-23.9544400474,-47.0793605915,Vila Madalena
08280005,-24.0544300514,-46.636,Cidade Líder
01241902,-23.5375599956,-46.636,Higienópolis
01513030,-23.5278399947,-46.6140086831,Liberdade
02402100,-23.548,-46.7137550102,Santana
03311010,-23.548,-46.4711633189,Tatuapé
05411010,-23.9504800403,-46.636,Cerqueira César
05124000,-23.1743199624,-47.0436247003,Parque São Domingos
05125000,-23.1741399575,-46.2281789434,Parque São Domingos
08390180,-23.02950994,-47.2015890977,Jardim Santo André
05108050,-23.1762999584,-46.636,Jardim Marisa
01405001,-23.5336899952,-46.6516099091,Jardim Paulista
05302050,-23.9384200472,-46.636,Vila Hamburguesa
04001084,-23.3231799746,-46.3907575834,Paraíso
04164240,-23.3029299743,-46.636,Vila Moraes
05861901,-23.548,-46.5044448187,Jardim São Judas Tadeu
05621020,-23.1230199503,-46.636,Jardim Leonor
05658010,-23.6044026,-46.7232735,Jardim Leonor
03276060,-23.548,-46.7968114826,Vila Margarida
04719020,-23.2360599649,-46.2957236927,Chácara Santo Antônio (Zona Sul)
04024002,-23.548,-46.3869287351,Vila Clementino
08451120,-23.0197899471,-46.0598079564,Vila Iolanda(Lajeado)
04116170,-23.785420026,-46.636,Jardim Vila Mariana
01048000,-23.5507000012,-46.6330547339,República
08161430,-23.0576799477,-46.1011398409,Jardim dos Ipês
01426000,-23.5640200086,-46.6534752477,Cerqueira César
02378130,-23.6189200104,-46.636,Horto Florestal
03441000,-23.548,-46.455062542,Vila Carrão
01320000,-23.5607800076,-46.6220590713,Bela Vista
04301000,-23.548,-46.9203162725,Saúde
03282000,-23.6965900213,-46.4739122329,Vila Ema
05422010,-23.1441699575,-46.636,Pinheiros
05101210,-23.918710045,-46.231615083,City América
01226001,-23.5555600026,-46.636,Santa Cecília
04710110,-23.2372299607,-46.9750000304,Santo Amaro
03249160,-23.6909200211,-46.636,Vila Ivg
08320210,-23.548,-47.1934405227,Parque São Rafael
08485120,-23.0115099425,-46.0507758058,Conjunto Habitacional Santa Etelvina II
05794240,-23.9910700447,-47.1193180154,Jardim Helga
08330250,-24.0601900584,-46.636,Vila Ester
02074000,-23.548,-46.6035039032,Vila Paiva
02043060,-23.5750000116,-46.6065473386,Jardim São Paulo(Zona Norte)
04716000,-23.8594000332,-46.2963127477,Chácara Santo Antônio (Zona Sul)
04870200,-23.8941400424,-46.2584169963,Jardim das Palmeiras (Zona Sul)
02128000,-23.548,-46.672226766,Vila Maria Alta
04031080,-23.7769600238,-46.3862415123,Jardim Luzitânia
03431005,-23.7127900175,-46.636,Vila Carrão
04517050,-23.6079108,-46.6717351,Indianópolis
03977010,-23.548,-46.3955681814,Fazenda da Juta
08220705,-23.548,-46.4944309202,Jardim Itapemirim
05041000,-23.1822399628,-46.2370147438,Água Branca
05872195,-23.548,-47.133357114,Jardim São Bento Novo
05013000,-23.548,-46.2396654782,Perdizes
05523000,-23.1361599545,-47.0852511191,Ferreira
04514101,-23.2586499631,-46.9516342597,Vila Uberabinha
05396110,-23.147679952,-46.1993153416,Parque dos Príncipes
02945120,-23.4345099843,-46.7597993175,Pirituba
02335040,-23.4847299884,-46.5669826137,Água Fria
04753080,-23.6557964,-46.715953,Jardim Promissão
05445070,-23.9547100451,-47.0796551154,Vila Madalena
01041000,-23.5502500075,-46.6384543956,República
02325090,-23.4864399899,-46.7031520503,Jardim Filhos da Terra
03950000,-23.7653500233,-46.3989061518,Cidade São Mateus
05752370,-23.9836900492,-47.1112676296,Jardim Maria Duarte
03210000,-23.6875000166,-46.636,Vila Alpina
02565090,-23.548,-46.5408679303,Casa Verde Alta
03019050,-23.4253299871,-46.636,Catumbi
03053040,-23.6732800201,-46.7726603123,Brás
03033050,-23.6720200164,-46.5007141486,Canindé
04357090,-23.8172800273,-46.9297411137,Parque Jabaquara
